id,id2,label,HC01_EST_VC01,HC02_EST_VC01,HC01_EST_VC03,HC02_EST_VC03,HC01_EST_VC04,HC02_EST_VC04,HC01_EST_VC05
400C100US57736,57736,"Missoula, MT Urbanized Area (2010)",18790,8134,13766,5545,60.6,76.9,15.7
400C100US57925,57925,"Mobile, AL Urbanized Area (2010)",80444,33015,51786,18502,49.3,63.9,22
400C100US58006,58006,"Modesto, CA Urbanized Area (2010)",87036,41573,60923,28543,46,55.4,31.1
400C100US58330,58330,"Monroe, LA Urbanized Area (2010)",29415,13626,17353,6642,53.7,69.6,18.6
400C100US58600,58600,"Montgomery, AL Urbanized Area (2010)",61179,28284,36312,14940,49.2,57.6,25.8
400C100US59275,59275,"Morgantown, WV Urbanized Area (2010)",13048,4018,9488,2902,48.5,63.9,23.5
400C100US60625,60625,"Muncie, IN Urbanized Area (2010)",19878,7689,12344,3879,46.2,66.6,20.1
400C100US60733,60733,"Murfreesboro, TN Urbanized Area (2010)",33982,16841,24491,10800,53.5,61.8,27.9
400C100US60799,60799,"Murrieta--Temecula--Menifee, CA Urbanized Area (2010)",112597,55216,87989,42602,48.1,57.3,29.1
400C100US60841,60841,"Muskegon, MI Urbanized Area (2010)",41523,16754,28588,10039,52.3,73.5,18.2
400C100US60895,60895,"Myrtle Beach--Socastee, SC--NC Urbanized Area (2010)",64372,20372,47573,11903,38,70.2,18.9
400C100US60976,60976,"Nampa, ID Urbanized Area (2010)",37262,18520,26907,13394,54.9,68,19.9
400C100US61057,61057,"Napa, CA Urbanized Area (2010)",21160,10134,16032,7610,58.3,72.7,18.9
400C100US61165,61165,"Nashua, NH--MA Urbanized Area (2010)",59603,26789,44977,18680,60,66.9,22.5
400C100US61273,61273,"Nashville-Davidson, TN Urbanized Area (2010)",252500,122830,177738,79036,56.7,63.5,23.6
400C100US61705,61705,"Newark, OH Urbanized Area (2010)",17666,7707,12341,4643,47.7,61.6,17
400C100US61786,61786,"New Bedford, MA Urbanized Area (2010)",37888,15775,23149,7309,54.5,77.9,17.8
400C100US62407,62407,"New Haven, CT Urbanized Area (2010)",125146,49328,92287,32660,58.1,72.5,17.9
400C100US62677,62677,"New Orleans, LA Urbanized Area (2010)",214171,86248,132601,45468,51.3,68.6,21.5
400C100US63217,63217,"New York--Newark, NY--NJ--CT Urbanized Area (2010)",4392663,1930000,2998329,1321169,53.9,64,23.8
400C100US63433,63433,"Norman, OK Urbanized Area (2010)",24727,10526,17882,6919,54,71.6,23.1
400C100US63838,63838,"North Port--Port Charlotte, FL Urbanized Area (2010)",47113,10912,38803,7463,28.4,57.7,15.5
400C100US64135,64135,"Norwich--New London, CT--RI Urbanized Area (2010)",49316,20664,34255,12002,55.8,77,17.2
400C100US64567,64567,"Ocala, FL Urbanized Area (2010)",41234,13613,30782,8087,36,59.9,15.8
400C100US64864,64864,"Odessa, TX Urbanized Area (2010)",33135,14782,23285,9828,51,54.1,35
400C100US64945,64945,"Ogden--Layton, UT Urbanized Area (2010)",140254,71406,115504,57050,53.5,60.4,28.5
400C100US65080,65080,"Oklahoma City, OK Urbanized Area (2010)",218283,100870,153362,63773,53.7,63.4,24.9
400C100US65242,65242,"Olympia--Lacey, WA Urbanized Area (2010)",45515,19580,33145,11904,47.7,56.7,22.2
400C100US65269,65269,"Omaha, NE--IA Urbanized Area (2010)",185698,92324,134758,62088,63.2,75.9,18.2
400C100US65863,65863,"Orlando, FL Urbanized Area (2010)",362932,154496,259287,101742,54.8,64.6,21.4
400C100US66160,66160,"Oshkosh, WI Urbanized Area (2010)",16361,7130,11751,4091,58.9,81.8,14.7
400C100US66484,66484,"Owensboro, KY Urbanized Area (2010)",19450,9636,13604,6041,46.7,58.2,25.5
400C100US66673,66673,"Oxnard, CA Urbanized Area (2010)",82501,37337,57822,25911,51.8,62.2,25.3
400C100US67105,67105,"Palm Bay--Melbourne, FL Urbanized Area (2010)",117202,40214,86878,24775,39.7,59.6,22.4
400C100US67134,67134,"Palm Coast--Daytona Beach--Port Orange, FL Urbanized Area (2010)",91095,23571,69832,14471,33.6,66.9,16.9
400C100US67294,67294,"Panama City, FL Urbanized Area (2010)",38204,14264,28366,8410,45.8,65.1,21.9
400C100US67672,67672,"Parkersburg, WV--OH Urbanized Area (2010)",16274,6148,11115,3431,48.9,66.3,19.7
400C100US68482,68482,"Pensacola, FL--AL Urbanized Area (2010)",79495,25719,55283,17322,42,59.1,27.9
400C100US68509,68509,"Peoria, IL Urbanized Area (2010)",68084,29492,49837,17691,49.7,63.8,24.5
400C100US68887,68887,"Petaluma, CA Urbanized Area (2010)",17027,7299,12619,5632,55.4,70.8,19.5
400C100US69076,69076,"Philadelphia, PA--NJ--DE--MD Urbanized Area (2010)",1293626,548403,901184,360672,57,71.9,20
400C100US69184,69184,"Phoenix--Mesa, AZ Urbanized Area (2010)",893161,400843,639388,263960,47.1,58.3,25.2
400C100US69697,69697,"Pittsburgh, PA Urbanized Area (2010)",440920,169735,327164,113686,53.9,70.8,19.1
400C100US70426,70426,"Pocatello, ID Urbanized Area (2010)",17647,8108,12544,5361,51.6,61.6,24.7
400C100US70993,70993,"Port Arthur, TX Urbanized Area (2010)",38261,18403,25001,10212,43.1,54.1,29.5
400C100US71074,71074,"Porterville, CA Urbanized Area (2010)",15124,9510,9223,5579,51.5,61.6,29.5
400C100US71155,71155,"Port Huron, MI Urbanized Area (2010)",20797,7783,15434,4661,47.4,71.7,14.3
400C100US71263,71263,"Portland, ME Urbanized Area (2010)",50189,22611,34463,12982,56.2,74.9,17.9
400C100US71317,71317,"Portland, OR--WA Urbanized Area (2010)",468244,216784,349171,150351,54,64.1,23.4
400C100US71479,71479,"Port St. Lucie, FL Urbanized Area (2010)",98222,33167,76874,22510,39.5,66.8,19.8
400C100US71506,71506,"Portsmouth, NH--ME Urbanized Area (2010)",22736,9496,17352,5968,55.9,70.5,21.1
400C100US71749,71749,"Pottstown, PA Urbanized Area (2010)",29918,13751,22382,9174,59.9,68.6,19.9
400C100US71803,71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area (2010)",96442,43929,73461,33194,57.2,65,21.3
400C100US72112,72112,"Prescott Valley--Prescott, AZ Urbanized Area (2010)",23198,7127,18070,3864,29.5,49.1,18.2
400C100US72505,72505,"Providence, RI--MA Urbanized Area (2010)",287400,125894,196666,76166,56.1,73.8,17.5
400C100US72559,72559,"Provo--Orem, UT Urbanized Area (2010)",115372,66728,99326,58011,48.4,49.6,37.4
400C100US72613,72613,"Pueblo, CO Urbanized Area (2010)",35099,15658,22043,8487,39.9,58.7,23.9
400C100US73153,73153,"Racine, WI Urbanized Area (2010)",33470,14682,22039,7378,53.2,69.7,18.3
400C100US73261,73261,"Raleigh, NC Urbanized Area (2010)",239731,127835,179959,91850,59.4,67.7,23.8
400C100US73396,73396,"Rapid City, SD Urbanized Area (2010)",21253,9605,15413,5826,60.4,69.6,19.8
400C100US73693,73693,"Reading, PA Urbanized Area (2010)",67705,31152,46715,18473,54.6,76.5,19.5
400C100US73774,73774,"Redding, CA Urbanized Area (2010)",26748,10374,18416,6577,48,66,21.8
400C100US74179,74179,"Reno, NV--CA Urbanized Area (2010)",92858,43262,68135,29492,52.1,68.6,22.4
400C100US74746,74746,"Richmond, VA Urbanized Area (2010)",238791,105275,162969,67057,57.5,70.7,20.5
400C100US75340,75340,"Riverside--San Bernardino, CA Urbanized Area (2010)",430743,218462,295874,148709,46.2,53.2,31.8
400C100US75421,75421,"Roanoke, VA Urbanized Area (2010)",54214,22464,36855,13509,53,69.9,19.2
400C100US75637,75637,"Rochester, MN Urbanized Area (2010)",29085,13855,22897,9811,58.4,73.2,19.5
400C100US75664,75664,"Rochester, NY Urbanized Area (2010)",172426,73197,119349,44271,56.2,72.8,17.3
400C100US75718,75718,"Rockford, IL Urbanized Area (2010)",69811,31380,48435,18065,51.1,65.3,21.8
400C100US75745,75745,"Rock Hill, SC Urbanized Area (2010)",25656,11806,17005,6540,51.2,73.4,21.5
400C100US75988,75988,"Rocky Mount, NC Urbanized Area (2010)",15975,7102,9204,2994,47.5,72.6,15
400C100US76474,76474,"Round Lake Beach--McHenry--Grayslake, IL--WI Urbanized Area (2010)",75729,38854,58971,30021,59.7,67.2,22.8
400C100US77068,77068,"Sacramento, CA Urbanized Area (2010)",424657,198716,300187,134804,50.7,62.9,22.6
400C100US77149,77149,"Saginaw, MI Urbanized Area (2010)",30297,12292,18265,5831,40.6,70.4,16.9
400C100US77230,77230,"St. Augustine, FL Urbanized Area (2010)",17478,6029,13659,3927,45.7,77.3,15.7
400C100US77338,77338,"St. Cloud, MN Urbanized Area (2010)",25186,12267,16887,6938,63,74,14.4
400C100US77446,77446,"St. George, UT Urbanized Area (2010)",26601,11296,22506,8884,39.8,58.4,21.7
400C100US77743,77743,"St. Joseph, MO--KS Urbanized Area (2010)",17189,7707,11549,4238,57.5,74.9,17.5
400C100US77770,77770,"St. Louis, MO--IL Urbanized Area (2010)",532844,227657,376607,148560,56.5,74.6,18.4
400C100US78229,78229,"Salem, OR Urbanized Area (2010)",57725,26534,41533,17021,51.3,68.4,19.6
400C100US78310,78310,"Salinas, CA Urbanized Area (2010)",39476,20098,24813,12029,51.6,60.5,28.9
400C100US78364,78364,"Salisbury, MD--DE Urbanized Area (2010)",23337,11264,15236,6305,49.6,66.6,19.7
400C100US78499,78499,"Salt Lake City--West Valley City, UT Urbanized Area (2010)",248647,125912,193368,95714,56,61.2,27.9
400C100US78553,78553,"San Angelo, TX Urbanized Area (2010)",21001,8949,15776,6458,45.1,53.7,31
400C100US78580,78580,"San Antonio, TX Urbanized Area (2010)",431718,205955,289280,126611,49.7,60.4,26.3
400C100US78661,78661,"San Diego, CA Urbanized Area (2010)",705148,320916,515871,228152,50.9,58.1,27.2
400C100US78904,78904,"San Francisco--Oakland, CA Urbanized Area (2010)",756749,328206,557788,248664,56,66.9,22.3
400C100US79039,79039,"San Jose, CA Urbanized Area (2010)",410189,197171,319712,158253,53.5,62.8,27.2
400C100US79282,79282,"Santa Barbara, CA Urbanized Area (2010)",38092,16312,28972,12022,47.6,61.2,23.4
400C100US79309,79309,"Santa Clarita, CA Urbanized Area (2010)",64715,35594,48037,25224,57.2,63.8,26.5
400C100US79336,79336,"Santa Cruz, CA Urbanized Area (2010)",37134,14642,28437,10737,51.2,65.2,26
400C100US79363,79363,"Santa Fe, NM Urbanized Area (2010)",20258,9354,13829,5481,42.8,58.4,25.7
400C100US79417,79417,"Santa Maria, CA Urbanized Area (2010)",28966,15347,19714,10603,51.5,65.2,27.8
400C100US79498,79498,"Santa Rosa, CA Urbanized Area (2010)",73773,34085,52989,22926,54.1,66.6,22.6
400C100US79606,79606,"Sarasota--Bradenton, FL Urbanized Area (2010)",183682,51072,146076,31583,32.9,64,16.7
400C100US79633,79633,"Saratoga Springs, NY Urbanized Area (2010)",16860,7117,12698,4516,54.4,73.7,18.4
400C100US79768,79768,"Savannah, GA Urbanized Area (2010)",63487,28168,43328,17361,50.9,62.8,26.7
400C100US80227,80227,"Scranton, PA Urbanized Area (2010)",90508,34081,62560,20054,50.6,70,17.5
400C100US80362,80362,"Seaside--Monterey, CA Urbanized Area (2010)",25795,10217,18251,7103,47.7,57.9,25.1
400C100US80389,80389,"Seattle, WA Urbanized Area (2010)",767954,347190,591807,254217,54.7,60.8,24.7
400C100US80400,80400,"Sebastian--Vero Beach South--Florida Ridge, FL Urbanized Area (2010)",38113,8190,30228,5300,29.6,58.4,17.6
400C100US81118,81118,"Sheboygan, WI Urbanized Area (2010)",18863,8427,14680,5621,63.4,83.5,12.3
400C100US81631,81631,"Sherman, TX Urbanized Area (2010)",16971,7829,11840,5220,49.3,53.9,23.5
400C100US81739,81739,"Shreveport, LA Urbanized Area (2010)",71692,31868,41065,14572,48.3,63.2,23.9
400C100US82144,82144,"Simi Valley, CA Urbanized Area (2010)",31948,13919,24425,10140,54.4,65.7,25.8
400C100US82225,82225,"Sioux City, IA--NE--SD Urbanized Area (2010)",25517,12129,18188,7241,56.6,66,21.5
400C100US82252,82252,"Sioux Falls, SD Urbanized Area (2010)",40070,18273,30297,12576,70,85.2,13.4
400C100US82468,82468,"Slidell, LA Urbanized Area (2010)",23245,10223,17557,6592,46.6,64.5,26.5
400C100US83116,83116,"South Bend, IN--MI Urbanized Area (2010)",69127,30762,49414,18590,54.2,67.4,22.2
400C100US83332,83332,"South Lyon--Howell, MI Urbanized Area (2010)",33217,14265,26974,11211,53.7,70.8,21.4
400C100US83548,83548,"Spartanburg, SC Urbanized Area (2010)",46218,18783,30529,10702,48.7,65.8,22.6
400C100US83764,83764,"Spokane, WA Urbanized Area (2010)",97553,43816,71806,28418,47.9,61.7,26.4
400C100US83899,83899,"Springfield, IL Urbanized Area (2010)",39213,16420,28472,10020,56.5,83.6,15.4
400C100US83926,83926,"Springfield, MA--CT Urbanized Area (2010)",142864,62315,92232,34842,53.6,70.7,17.6
400C100US83953,83953,"Springfield, MO Urbanized Area (2010)",68367,29774,51043,19782,49.8,62.2,23.3
400C100US83980,83980,"Springfield, OH Urbanized Area (2010)",21320,9920,12989,4320,48.5,64,20.5
400C100US84024,84024,"Spring Hill, FL Urbanized Area (2010)",39630,12478,30426,8149,32.9,66.6,16.9
400C100US84493,84493,"State College, PA Urbanized Area (2010)",13765,5280,11126,4175,56.7,73.6,17.5
400C100US85087,85087,"Stockton, CA Urbanized Area (2010)",83888,46636,50472,25699,47.5,59.4,28.9
400C100US85708,85708,"Sumter, SC Urbanized Area (2010)",18376,8429,10962,4945,43.6,57.8,26.5
400C100US86302,86302,"Syracuse, NY Urbanized Area (2010)",98080,44240,66055,24522,53.7,72,19.4
400C100US86464,86464,"Tallahassee, FL Urbanized Area (2010)",49687,22368,32281,12684,60.9,80.3,15.9
400C100US86599,86599,"Tampa--St. Petersburg, FL Urbanized Area (2010)",600076,234697,424731,142976,47.6,65.8,20
400C100US87058,87058,"Temple, TX Urbanized Area (2010)",21792,11469,15670,8018,52.3,66.8,18.8
400C100US87139,87139,"Terre Haute, IN Urbanized Area (2010)",21302,9439,13178,4813,56.6,68.5,15.2
400C100US87193,87193,"Texarkana--Texarkana, TX--AR Urbanized Area (2010)",19638,9508,11965,4826,44.8,73.3,21.8
400C100US87220,87220,"Texas City, TX Urbanized Area (2010)",29053,12052,20021,8036,45.1,63.9,27.9
400C100US87490,87490,"Thousand Oaks, CA Urbanized Area (2010)",57198,22374,47277,18711,50.3,60.7,30.7
400C100US87868,87868,"Toledo, OH--MI Urbanized Area (2010)",122651,55256,81652,30186,51.5,68.1,21.5
400C100US88084,88084,"Topeka, KS Urbanized Area (2010)",36589,16843,25522,10053,52.4,66.2,20.3
400C100US88273,88273,"Tracy, CA Urbanized Area (2010)",19878,12404,15469,10381,66.3,72.2,23.2
400C100US88462,88462,"Trenton, NJ Urbanized Area (2010)",69931,29010,49198,19775,57.4,70.8,22.6
400C100US88732,88732,"Tucson, AZ Urbanized Area (2010)",198596,80826,136209,48831,45.2,62.4,22
400C100US88948,88948,"Tulsa, OK Urbanized Area (2010)",171909,81644,123076,52882,52.8,63.2,26
400C100US89083,89083,"Turlock, CA Urbanized Area (2010)",22929,12747,16939,9284,48.1,56,30.4
400C100US89110,89110,"Tuscaloosa, AL Urbanized Area (2010)",32842,15002,22993,9343,53,67.3,23.7
400C100US89263,89263,"Twin Rivers--Hightstown, NJ Urbanized Area (2010)",18239,9128,15441,7749,52.5,69.5,26.6
400C100US89326,89326,"Tyler, TX Urbanized Area (2010)",31014,15139,21200,9715,48.8,57.8,26.5
400C100US89770,89770,"Urban Honolulu, HI Urbanized Area (2010)",183742,74345,134828,55425,52.1,62.5,24.4
400C100US89785,89785,"Utica, NY Urbanized Area (2010)",26798,12495,17379,6647,47.7,63.3,20.6
400C100US89866,89866,"Vacaville, CA Urbanized Area (2010)",23308,10668,16718,6950,52.4,68.3,24.6
400C100US89974,89974,"Valdosta, GA Urbanized Area (2010)",16384,7200,11289,4486,59.7,69.4,21.4
400C100US90028,90028,"Vallejo, CA Urbanized Area (2010)",42223,18128,27445,11002,53.9,70.6,19.9
400C100US90514,90514,"Victoria, TX Urbanized Area (2010)",16067,7131,11177,3914,49.6,65.7,22.3
400C100US90541,90541,"Victorville--Hesperia, CA Urbanized Area (2010)",76915,37856,49533,22696,39.9,45,30.5
400C100US90730,90730,"Vineland, NJ Urbanized Area (2010)",23326,9816,13789,4639,46.8,71.5,21.9
400C100US90892,90892,"Virginia Beach, VA Urbanized Area (2010)",363615,166526,247297,101168,54.6,64.5,24.6
400C100US90946,90946,"Visalia, CA Urbanized Area (2010)",54021,28023,35764,16766,46.8,53.1,27.4
400C100US91027,91027,"Waco, TX Urbanized Area (2010)",40989,18091,28337,12004,53.3,66.4,22.2
400C100US91261,91261,"Waldorf, MD Urbanized Area (2010)",30427,15845,19728,9190,61.4,70.8,19.9
400C100US91783,91783,"Warner Robins, GA Urbanized Area (2010)",36289,17623,26320,11621,46.5,56.6,27.7
400C100US92242,92242,"Washington, DC--VA--MD Urbanized Area (2010)",1110967,538079,808736,386684,61.5,69.9,22
400C100US92485,92485,"Waterbury, CT Urbanized Area (2010)",45395,19238,29221,11354,53.5,66.1,22.3
400C100US92593,92593,"Waterloo, IA Urbanized Area (2010)",26286,11965,18895,7652,61.5,79.5,13.9
400C100US92890,92890,"Watsonville, CA Urbanized Area (2010)",17068,8906,11732,5918,55.3,50.5,25.1
400C100US93025,93025,"Wausau, WI Urbanized Area (2010)",19612,9483,14567,6238,57.3,81.2,13.9
400C100US93592,93592,"Weirton--Steubenville, WV--OH--PA Urbanized Area (2010)",19149,6379,13046,3606,47.6,64.2,19.3
400C100US93862,93862,"Wenatchee, WA Urbanized Area (2010)",17830,8456,13206,5109,51.7,69.4,22.4
400C100US93916,93916,"West Bend, WI Urbanized Area (2010)",19332,8227,15825,6214,61.8,74.9,14.6
400C100US94294,94294,"Westminster--Eldersburg, MD Urbanized Area (2010)",18752,9562,15186,7239,56.9,68.8,27.2
400C100US94726,94726,"Wheeling, WV--OH Urbanized Area (2010)",19737,7107,13762,4201,39.8,53.2,24.6
400C100US95077,95077,"Wichita, KS Urbanized Area (2010)",116520,58494,85203,38059,54.9,68.7,22.8
400C100US95104,95104,"Wichita Falls, TX Urbanized Area (2010)",20291,9174,13841,5224,52.1,64.6,23.9
400C100US95411,95411,"Williamsburg, VA Urbanized Area (2010)",20834,7877,16977,6229,45.5,61.6,15.3
400C100US95833,95833,"Wilmington, NC Urbanized Area (2010)",58246,22347,44005,14131,51,64.7,19.2
400C100US96103,96103,"Winchester, VA Urbanized Area (2010)",18884,9803,13591,6965,64.2,73.1,21.2
400C100US96670,96670,"Winston-Salem, NC Urbanized Area (2010)",99916,45226,70894,29079,48.5,61,23.6
400C100US96697,96697,"Winter Haven, FL Urbanized Area (2010)",52330,20245,38234,12778,38.9,57,22.6
400C100US97291,97291,"Worcester, MA--CT Urbanized Area (2010)",118420,50725,84086,33055,58.8,70.8,19.5
400C100US97507,97507,"Yakima, WA Urbanized Area (2010)",30610,14597,19688,7289,50.5,69.4,19.2
400C100US97750,97750,"York, PA Urbanized Area (2010)",60917,27742,44426,17779,56.8,76.3,17.4
400C100US97831,97831,"Youngstown, OH--PA Urbanized Area (2010)",97201,37172,62508,18632,47.1,73.7,19.8
400C100US97939,97939,"Yuba City, CA Urbanized Area (2010)",29457,15190,20169,10248,53.2,64.2,24.9
400C100US98020,98020,"Yuma, AZ--CA Urbanized Area (2010)",37734,16195,28744,11451,39.3,57.1,24.7
